"Field","Trt","Plot","WScom","WSpop","WAsyn","WCPE","WSAE","Scom","Spop","Asyn","CPE","SAE","Richness","Nitrogen","Nitrogen_log","Group"
"Duolun","F1",1,0.342511870042722,-0.149528075511096,0.331199727309407,-0.221748173844482,0.385118072590719,3.20946738725315,1.02638936337775,3.12694918884496,1.12991821558976,2.7674119646021,11.7,0,0,"Forb"
"Duolun","F1",2,0.282757673276692,-0.162683727469916,0.283437987247393,-0.320137524721549,0.365959036586725,2.19693632325968,0.998434745483162,2.2003804787428,0.792484968981129,2.77655799777723,11.8,0,0,"Forb"
"Duolun","F1",3,0.14626202525278,-0.226960309518467,0.110852257674891,-0.685608025485988,0.246697424118972,2.54540157148966,1.08495010848412,2.34610011242459,0.825449045936623,2.84221070213063,10.9,0,0,"Forb"
"Duolun","F1",4,0.267638396921911,-0.182649561904699,0.280593307202074,-0.162140628942617,0.285961656461301,2.32749570460954,0.970610733651858,2.3979702922226,1.04274994778525,2.29965994945939,11.1,0,0,"Forb"
"Duolun","F1",5,0.299792033530477,-0.16105983999099,0.281546015170156,-0.350440786761598,0.359454709459319,3.77480414232241,1.04290804677414,3.61949853009418,1.26439274739,2.86263784537334,11.2,0,0,"Forb"
"Duolun","F1",6,0.394282941353708,-0.284050356590641,0.393686652482219,-0.0629911943053739,0.194516234319085,2.95041768565531,1.0013739488707,2.94636952457437,1.10689127500109,2.6618418548574,9.7,0,0,"Forb"
"Duolun","F2",7,0.129156315430704,-0.291409573680775,0.150715591539252,-0.630358288486216,0.238892758023982,2.19944731933836,0.951569961098106,2.31138792653796,0.790638766208579,2.9234437082082,10.6,2,0.477121254719662,"Forb"
"Duolun","F2",8,0.206480260076144,-0.196333268374556,0.180124674394162,-0.446326799685368,0.261373626652513,1.90937379579212,1.0625651936978,1.79694743166523,0.70998193428992,2.5309762754209,12.1,2,0.477121254719662,"Forb"
"Duolun","F2",9,0.27135009644341,-0.190675331150964,0.289788736747982,-0.437260550253007,0.408928971572678,2.35153702769384,0.958432119704646,2.45352485517545,0.760976858629092,3.2241780119247,11,2,0.477121254719662,"Forb"
"Duolun","F2",10,0.284374967449629,-0.209238975871025,0.300826495653423,-0.296958623822153,0.327139145949333,3.73985307633135,0.962827468569583,3.88424011405432,1.3803850957844,2.81388152184236,10.5,2,0.477121254719662,"Forb"
"Duolun","F2",11,0.22960618956429,-0.174406299646373,0.190032337428575,-0.450413726952879,0.228349553329625,2.56181361467408,1.09540281368373,2.3386954850508,0.89894780501419,2.60159207465208,11.1,2,0.477121254719662,"Forb"
"Duolun","F2",12,0.209859186803542,-0.336311471250056,0.234477184923111,-0.32962544319919,0.172093825618451,3.28852136534186,0.944891629833256,3.48031590238786,1.38780599557152,2.50778272575096,11,2,0.477121254719662,"Forb"
"Duolun","F3",13,0.137505631616066,-0.352829106528457,0.179010732284129,-0.53753536363871,0.138376522788517,4.08560613587018,0.908855624746031,4.49533019836001,1.60318331249425,2.80400261362883,11.4,8,0.954242509439325,"Forb"
"Duolun","F3",14,0.0674126913647281,-0.27754020994184,0.038621036792222,-0.585334807434246,0.0706152600790138,2.49403420237141,1.06854214123604,2.33405319839462,1.08848465238211,2.14431429353334,9,8,0.954242509439325,"Forb"
"Duolun","F3",15,0.134338176411364,-0.325547270009508,0.176198031018937,-0.479619576541193,0.201765496394726,2.82722231160928,0.908113528131905,3.11329170200251,1.19457107544582,2.60620047312013,11,8,0.954242509439325,"Forb"
"Duolun","F3",16,-0.0683129230295911,-0.390944072888896,-0.108099392552982,-0.873320518364919,-0.0660258972050127,2.82933764220746,1.09593922092468,2.58165561391284,1.21153911878828,2.1308891920014,9.7,8,0.954242509439325,"Forb"
"Duolun","F3",17,0.00203449914061242,-0.467566793102605,0.104092469186621,-0.511721521895124,0.0339106512478934,2.47419906483378,0.790573094498035,3.12962720595083,1.36627895324551,2.29062095885808,9.7,8,0.954242509439325,"Forb"
"Duolun","F3",18,0.087828625465903,-0.325823271997463,0.144080171407867,-0.448160054618725,0.116116783023581,3.1436007816951,0.87851352918967,3.57831800791357,1.53291733447786,2.33431896647734,9.4,8,0.954242509439325,"Forb"
"Duolun","F4",19,-0.126997123672024,-0.565133675000668,-0.0795126743068666,-0.848509981786655,-0.165095093828086,2.34042308810311,0.896428283478032,2.6108313751799,1.18041985683464,2.21178198592913,8,16,1.23044892137827,"Forb"
"Duolun","F4",20,-0.0790741319051211,-0.495228453598414,-0.0256061051270611,-0.731686884868274,-0.103288307579424,2.12690286117874,0.88416225977095,2.40555716744767,1.09895104151747,2.18895753911475,10.1,16,1.23044892137827,"Forb"
"Duolun","F4",21,0.159990902434705,-0.220623364170422,0.183461691274384,-0.238576109422392,0.202292000023212,1.81698220137822,0.947390904993641,1.9178801398673,0.955150298979508,2.0079354442085,7.8,16,1.23044892137827,"Forb"
"Duolun","F4",22,-0.118338920073677,-0.621917624421198,-0.0245790242936328,-0.813593432237296,-0.186740758054304,2.53101558505336,0.805823826150821,3.14090437998497,1.30267783391157,2.41111370610623,7.8,16,1.23044892137827,"Forb"
"Duolun","F4",23,-0.0133494440525008,-0.339173636806048,0.00173263194761752,-0.74983652883314,0.0721033483714339,3.25469781135318,0.965868325207792,3.36971171577966,1.41560422940282,2.3804052331782,9.1,16,1.23044892137827,"Forb"
"Duolun","F4",24,-0.0836503359443711,-0.618339847427815,0.0276982373851849,-0.660527759093955,-0.125736786294323,2.73469417746407,0.77384044885291,3.53392508949074,1.54986982305776,2.28014316874602,6.9,16,1.23044892137827,"Forb"
"Duolun","F5",25,-0.119079837236831,-0.47987477905434,-0.0914752449269094,-0.789053417186688,-0.0928097602669848,1.89448028901626,0.93841600820067,2.01880644880383,1.00471577162224,2.00933090315106,6.1,32,1.51851393987789,"Forb"
"Duolun","F5",26,-0.079871296195595,-0.485974426615041,-0.0192322466945212,-0.690068332238721,-0.0406951791524595,2.19541026840508,0.869682939220623,2.52438005783179,1.19221016735267,2.11739517658807,7.1,32,1.51851393987789,"Forb"
"Duolun","F5",27,-0.434506701648353,-0.857845149391085,-0.230596483383532,-0.976875859965136,-0.324430468297173,1.24277536351534,0.625301948139657,1.98748039601146,1.0976437452491,1.81067892439038,5.5,32,1.51851393987789,"Forb"
"Duolun","F5",28,-0.143142716366958,-0.607764029112823,-0.0211524565009045,-0.590334986194533,-0.106022377279668,1.62832527355568,0.755109162676631,2.15641042916731,1.14740407242113,1.87938188559597,5,32,1.51851393987789,"Forb"
"Duolun","F5",29,0.160200190335566,-0.463898134657552,0.293621062624506,0.0267574473318543,0.0878625481942823,1.86827219931604,0.735493989013913,2.54015971200642,1.33235109961511,1.90652427332422,5.7,32,1.51851393987789,"Forb"
"Duolun","F5",30,-0.115268208105795,-0.550740679678231,0.0490846758963414,-0.545541409980938,-0.00744243160544372,1.69165500859048,0.684931462346817,2.46981647301509,1.17708900227671,2.09824105759038,6.2,32,1.51851393987789,"Forb"
