"Field","Trt","Plot","Scom","Spop","Asyn","CPE","SAE","Richness","Shannon","Inv.Simpson","Evenness.Shannon","Evenness.Simpson","Nitrogen","Nitrogen_log"
"Duolun","F1",1,0.508837213127147,0.410346802691581,0.0984904104355666,-0.0501547249161668,0.148645135351733,2,0.625484086215303,1.76640170109241,0.902382789337783,0.883200850546205,0,0
"Duolun","F1",2,0.457249767790101,0.359647401506795,0.0976023662833058,-0.0215273041675446,0.11912967045085,2,0.634795862729376,1.79466450900026,0.915816843136502,0.897332254500132,0,0
"Duolun","F1",3,0.385329986686418,0.32745070790102,0.0578792787853973,-0.0923397195464553,0.150218998331852,2,0.681342170581597,1.95404674678886,0.982968970646592,0.97702337339443,0,0
"Duolun","F1",4,0.471122182952247,0.370500753012304,0.100621429939942,-0.0354464796399756,0.136067909579918,2,0.661093412170191,1.88072518124915,0.953756187302299,0.940362590624576,0,0
"Duolun","F1",5,0.468596036665025,0.398519745751914,0.0700762909131115,-0.078243038488955,0.148319329402066,2,0.628406982562609,1.77515669533307,0.906599637403073,0.887578347666534,0,0
"Duolun","F1",6,0.656283418824108,0.389183985205637,0.267099433618471,0.118394460704078,0.148704972914393,2,0.688719754224687,1.98247142997212,0.993612573982221,0.99123571498606,0,0
"Duolun","F2",7,0.398687948603067,0.292357917586435,0.106330031016631,-0.0438093424992472,0.150139373515879,2,0.69031529061605,1.98874681246002,0.995914446421599,0.994373406230008,2,0.477121254719662
"Duolun","F2",8,0.42965815094877,0.376463278396019,0.0531948725527507,-0.0504514483750162,0.103646320927767,2,0.673748075088777,1.92576805267178,0.972013006739063,0.962884026335891,2,0.477121254719662
"Duolun","F2",9,0.468875810929986,0.356182451713625,0.112693359216362,-0.0270455426504914,0.139738901866853,2,0.656482808785424,1.86492692358726,0.947104492663589,0.932463461793631,2,0.477121254719662
"Duolun","F2",10,0.480044416659659,0.368508695140317,0.111535721519342,-0.0301412945266206,0.141677016045963,2,0.6549669308444,1.85980144330946,0.94491754307548,0.92990072165473,2,0.477121254719662
"Duolun","F2",11,0.450907231015762,0.316646554787336,0.134260676228425,-0.0160885150756841,0.150349191304109,2,0.672703468747808,1.92195327434369,0.970505958351266,0.960976637171846,2,0.477121254719662
"Duolun","F2",12,0.518075646680752,0.394493451268721,0.123582195412031,-0.012921823493794,0.136504018905825,2,0.693012509320168,1.99946148426177,0.999805710470224,0.999730742130885,2,0.477121254719662
"Duolun","F3",13,0.430217776363902,0.27119994815121,0.159017828212692,0.0630048817486297,0.0960129464640625,2,0.692960206292108,1.99925242907794,0.999730253151018,0.999626214538972,8,0.954242509439325
"Duolun","F3",14,0.369899399615586,0.275938833165643,0.0939605664499439,-0.043832247642632,0.137792814092576,2,0.693141574036617,1.99997757420006,0.999991911496597,0.999988787100029,8,0.954242509439325
"Duolun","F3",15,0.423598093135028,0.340708545326945,0.082889547808083,-0.0588036609757997,0.141693208783883,2,0.692769772269749,1.9984916951151,0.999455514931343,0.999245847557549,8,0.954242509439325
"Duolun","F3",16,0.303188698281191,0.243854127874807,0.0593345704063839,-0.0473148066885007,0.106649377094885,2,0.681886965517025,1.95611308877278,0.983754943598235,0.978056544386392,8,0.954242509439325
"Duolun","F3",17,0.382652536403147,0.23163843874982,0.151014097653327,0.0367728396670093,0.114241257986317,2,0.679061694694584,1.94545251914151,0.979678939393532,0.972726259570754,8,0.954242509439325
"Duolun","F3",18,0.363463705145814,0.216692779244737,0.146770925901077,0.0354131387355246,0.111357787165552,2,0.691333017288901,1.99277393888023,0.997382715645502,0.996386969440117,8,0.954242509439325
"Duolun","F4",19,0.289863604324211,0.192337870638467,0.097525733685744,-0.00618889700159046,0.103714630687334,2,0.665488664783671,1.89608483638855,0.96009719645122,0.948042418194274,16,1.23044892137827
"Duolun","F4",20,0.347894393880443,0.228208847278513,0.11968554660193,0.00215052352439279,0.117535023077537,2,0.661121167406695,1.88082124918306,0.953796229644361,0.940410624591531,16,1.23044892137827
"Duolun","F4",21,0.411425927546037,0.260437540474098,0.150988387071939,0.00377525199479979,0.14721313507714,2,0.685812051594118,1.97115344411898,0.98941764581672,0.985576722059489,16,1.23044892137827
"Duolun","F4",22,0.398120717207574,0.238007563760826,0.160113153446748,0.0732872286353768,0.0868259248113714,2,0.614601883304122,1.73470697928904,0.886683089163874,0.867353489644522,16,1.23044892137827
"Duolun","F4",23,0.299404431072674,0.25349488416087,0.0459095469118039,-0.0622839696323109,0.108193516544115,2,0.692792450556372,1.99858225348699,0.999488232782991,0.999291126743496,16,1.23044892137827
"Duolun","F4",24,0.40661586812841,0.262376179232701,0.144239688895709,0.054304147787378,0.0899355411083307,2,0.629402349682922,1.77816220314594,0.908035648611412,0.889081101572971,16,1.23044892137827
"Duolun","F5",25,0.317462625916203,0.24869975730731,0.0687628686088929,-0.0612101315745519,0.129973000183445,2,0.656781537892145,1.86594095813509,0.947535467664425,0.932970479067547,32,1.51851393987789
"Duolun","F5",26,0.310805171858005,0.227262642123194,0.0835425297348102,-0.0384463223319796,0.12198885206679,2,0.675652384682051,1.93276852039669,0.974760344745598,0.966384260198345,32,1.51851393987789
"Duolun","F5",27,0.291362159480653,0.117229023229962,0.174133136250691,0.0911021937157495,0.0830309425349414,2,0.483292997148229,1.43946524003825,0.697244410282114,0.719732620019124,32,1.51851393987789
"Duolun","F5",28,0.347046956570043,0.240307512141612,0.106739444428431,-0.0239592157950524,0.130698660223483,2,0.629444415572657,1.77828949240056,0.908096336861924,0.889144746200278,32,1.51851393987789
"Duolun","F5",29,0.463662149410929,0.239929954218152,0.223732195192777,0.0744410218814794,0.149291173311298,2,0.693131589096394,1.99993763641459,0.999977506272855,0.999968818207295,32,1.51851393987789
"Duolun","F5",30,0.389576215638584,0.214526205025184,0.1750500106134,0.0558853844937239,0.119164626119676,2,0.62125967652612,1.75393166404503,0.896288254428515,0.876965832022517,32,1.51851393987789
"CDR B","A",1,0.442983860268261,0.227085380639256,0.215898479629005,0.0737992893358036,0.142099190293202,2,0.404365897947542,1.31635428894449,0.583376675673532,0.658177144472247,0,0
"CDR B","A",11,0.538483182616052,0.371371414846081,0.167111767769971,0.0604737546018393,0.106638013168132,2,0.381838483287734,1.28645032467683,0.550876486259778,0.643225162338416,0,0
"CDR B","A",17,0.444008300298904,0.359718999892801,0.0842893004061031,-0.062228122855824,0.146517423261927,2,0.343381502092478,1.23987298318611,0.495394790201822,0.619936491593056,0,0
"CDR B","A",33,0.48674630858525,0.347770219681543,0.138976088903706,0.00206165085561788,0.136914438048088,2,0.499303388291875,1.46853466150608,0.720342522187745,0.734267330753038,0,0
"CDR B","A",34,0.396168684389783,0.195010831408154,0.201157852981629,0.0557161523382588,0.14544170064337,2,0.422264239142577,1.34163544211695,0.609198523755748,0.670817721058473,0,0
"CDR B","A",54,0.562809753026319,0.428700396753771,0.134109356272548,-0.0159224804613675,0.150031836733915,2,0.611287286059282,1.72532612745323,0.8819011361562,0.862663063726613,0,0
"CDR B","B",10,0.359154533843312,0.254240431230087,0.104914102613226,-0.0326228577214286,0.137536960334655,2,0.501358029114422,1.47238004257315,0.72330674231324,0.736190021286575,1,0.301029995663981
"CDR B","B",13,0.519007994228416,0.384466298493448,0.134541695734969,0.00545143566788205,0.129090260067087,2,0.451290267824383,1.38577467928058,0.651074231391689,0.692887339640291,1,0.301029995663981
"CDR B","B",26,0.582269992867805,0.493191220368927,0.0890787724988776,-0.0148048743426596,0.103883646841537,2,0.197571678948629,1.10426910167214,0.285035681439293,0.55213455083607,1,0.301029995663981
"CDR B","B",31,0.522380292411135,0.413793036412183,0.108587255998952,-0.0136250636029535,0.122212319601906,2,0.302547160575548,1.19589561758841,0.436483288197379,0.597947808794206,1,0.301029995663981
"CDR B","B",40,0.445989433276653,0.362972449466698,0.0830169838099558,0.00262240271274917,0.0803945810972067,2,0.265468323077588,1.16026840747882,0.382989833217145,0.580134203739411,1,0.301029995663981
"CDR B","B",49,0.432835901622398,0.372653533859478,0.0601823677629204,-0.0345959192618667,0.0947782870247872,2,0.312169319306682,1.20578882389752,0.450365128881433,0.602894411948759,1,0.301029995663981
"CDR B","C",20,0.609392773979122,0.382263966906437,0.227128807072686,0.0880542216280796,0.139074585444606,2,0.3415456652846,1.23778023594608,0.492746237543214,0.618890117973038,2,0.477121254719662
"CDR B","C",23,0.542006138004081,0.333638849839517,0.208367288164564,0.0699499422230688,0.138417345941496,2,0.27794225140647,1.17182651737443,0.400985907757628,0.585913258687214,2,0.477121254719662
"CDR B","C",25,0.457224648989542,0.352955600724155,0.104269048265387,-0.0211832827004995,0.125452330965887,2,0.299008592521112,1.19232679382612,0.431378213613398,0.596163396913062,2,0.477121254719662
"CDR B","C",28,0.507102361108688,0.414795408960807,0.0923069521478805,0.0112621651571277,0.0810447869907529,2,0.236312687186881,1.1348415096407,0.340927141903657,0.567420754820351,2,0.477121254719662
"CDR B","C",43,0.468639815223017,0.425693940611822,0.0429458746111946,-0.0730156407251421,0.115961515336337,2,0.24113397150982,1.13889767106134,0.347882784887078,0.569448835530672,2,0.477121254719662
"CDR B","C",48,-0.046706362504322,-0.118926810534713,0.0722204480303911,0.0106319179353833,0.0615885300950078,2,0.684419188522821,1.96578523390513,0.987408169171123,0.982892616952567,2,0.477121254719662
"CDR B","D",2,0.311752546991811,0.146679417023667,0.165073129968144,0.0260280141836182,0.139045115784525,2,0.277646128131221,1.17154723401115,0.400558692176934,0.585773617005575,3.4,0.643452676486187
"CDR B","D",14,0.452964966532887,0.210513077524151,0.242451889008737,0.0926396665221687,0.149812222486568,2,0.4655768927669,1.40905139877261,0.6716854743473,0.704525699386306,3.4,0.643452676486187
"CDR B","D",24,0.493633314351654,0.436337336064668,0.0572959782869859,0.00209076061170103,0.0552052176752848,2,0.137159802841614,1.06327672798352,0.197879767368905,0.531638363991758,3.4,0.643452676486187
"CDR B","D",36,0.453458988148142,0.37491057103969,0.0785484171084513,0.00295853794216665,0.0755898791662846,2,0.196625713780785,1.10356605205085,0.283670942182792,0.551783026025425,3.4,0.643452676486187
"CDR B","D",38,0.366126575415231,0.234517034348796,0.131609541066435,-0.0162657813907526,0.147875322457187,2,0.510101263194155,1.48904787935003,0.735920562761403,0.744523939675014,3.4,0.643452676486187
"CDR B","D",41,0.517161796365545,0.443532300874266,0.0736294954912782,-0.00446679596451312,0.0780962914557913,2,0.196687305110699,1.1036117659752,0.28375979968902,0.551805882987598,3.4,0.643452676486187
"CDR B","E",5,0.378241444149348,0.362695690183017,0.0155457539663306,-0.00480168012966888,0.0203474340959994,2,0.0661937272090461,1.02484286932895,0.0954973619824477,0.512421434664475,5.4,0.806179973983887
"CDR B","E",9,0.143578628516592,0.0289254678168981,0.114653160699694,-0.035417719213627,0.150070879913322,2,0.479890931195242,1.43348607481249,0.692336266602963,0.716743037406245,5.4,0.806179973983887
"CDR B","E",27,0.412154686963404,0.383404124883346,0.0287505620800582,-0.00633821420185917,0.0350887762819173,2,0.0724319672006776,1.0277984536368,0.10449723988225,0.5138992268184,5.4,0.806179973983887
"CDR B","E",30,0.421341914947662,0.327776678290722,0.0935652366569403,-0.00952516003428127,0.103090396691222,2,0.240896590652846,1.13869661339163,0.347540316701919,0.569348306695816,5.4,0.806179973983887
"CDR B","E",45,0.295475024553116,0.193837541746933,0.101637482806183,-0.0485409051530204,0.150178387959203,2,0.410747028517522,1.32520712889126,0.592582701102106,0.662603564445632,5.4,0.806179973983887
"CDR B","E",46,0.38765402865222,0.290887378743797,0.0967666499084226,-0.00553011282075142,0.102296762729174,2,0.278457190033013,1.17231274721127,0.401728807160504,0.586156373605635,5.4,0.806179973983887
"CDR B","F",7,0.465225107920277,0.312622391808043,0.152602716112233,0.0592909528487356,0.0933117632634976,2,0.165657984126803,1.08164148829152,0.238993952183401,0.540820744145762,9.5,1.02118929906994
"CDR B","F",16,0.348832545791235,0.298808305925534,0.0500242398657011,-0.0173950259097778,0.0674192657754789,2,0.179654304247079,1.09129121959028,0.259186373811618,0.545645609795138,9.5,1.02118929906994
"CDR B","F",19,0.504772118776834,0.425028224504484,0.0797438942723497,-0.000330815775116065,0.0800747100474657,2,0.139296021880428,1.06459464509335,0.200961679982454,0.532297322546676,9.5,1.02118929906994
"CDR B","F",29,0.298907773003084,0.255579442392058,0.0433283306110263,0.000457937566638174,0.0428703930443881,2,0.0894470295133771,1.0362839266171,0.129044785901198,0.51814196330855,9.5,1.02118929906994
"CDR B","F",32,0.367529296627204,0.296474986413305,0.0710543102138986,-0.0120373832561737,0.0830916934700722,2,0.221236943303711,1.12252400038413,0.319177440965696,0.561262000192067,9.5,1.02118929906994
"CDR B","F",51,0.206798285122067,-0.0516526294645327,0.2584509145866,0.110817549466865,0.147633365119734,2,0.563864560027378,1.60357394762067,0.813484604484535,0.801786973810334,9.5,1.02118929906994
"CDR B","G",8,0.244525610934005,0.226725269170211,0.0178003417637938,-0.0168186148916553,0.0346189566554491,2,0.110236805801692,1.04747103749092,0.159038093053541,0.523735518745462,17,1.25527250510331
"CDR B","G",15,0.399322712868506,0.345451001992016,0.0538717108764907,-0.0514527863758587,0.105324497252349,2,0.160603444384083,1.07825975218512,0.231701792762603,0.539129876092559,17,1.25527250510331
"CDR B","G",18,0.420433182837146,0.375275925518109,0.0451572573190365,-0.00673517864940063,0.0518924359684371,2,0.0873544734391329,1.03520745226487,0.126025865630104,0.517603726132436,17,1.25527250510331
"CDR B","G",42,0.312420457052089,0.103033900674159,0.209386556377931,0.0672979847286561,0.142088571649275,2,0.47118157202045,1.41848223531745,0.679771317312169,0.709241117658727,17,1.25527250510331
"CDR B","G",50,0.358229318287763,0.217021597208037,0.141207721079726,0.0286532542738967,0.11255446680583,2,0.290869618437247,1.18425683132801,0.419636156064682,0.592128415664007,17,1.25527250510331
"CDR B","G",53,0.563213136486819,0.251321977594715,0.311891158892104,0.168378445588908,0.143512713303196,2,0.684832463081884,1.96737445122316,0.988004398328008,0.98368722561158,17,1.25527250510331
"CDR B","H",3,0.357788095585536,0.275019728552446,0.08276836703309,0.00304896518765917,0.0797194018454308,2,0.153893510387885,1.07385396503618,0.222021404261596,0.536926982518088,27.2,1.45024910831936
"CDR B","H",4,0.346723832995056,0.306013946872628,0.0407098861224277,0.00606688023121771,0.03464300589121,2,0.053632561537309,1.01915478264014,0.0773754305600478,0.509577391320068,27.2,1.45024910831936
"CDR B","H",22,0.333753985974971,0.319862562211851,0.013891423763121,0.00234464534673067,0.0115467784163903,2,0.0305475796463251,1.00969578467111,0.0440708416669139,0.504847892335556,27.2,1.45024910831936
"CDR B","H",39,0.382196237102576,0.246320175378126,0.13587606172445,0.0229611869201299,0.11291487480432,2,0.259233294161088,1.15464696289,0.373994587919511,0.577323481444999,27.2,1.45024910831936
"CDR B","H",44,0.272162410196845,0.0958781573539743,0.17628425284287,0.0295193754434153,0.146764877399455,2,0.484230164183159,1.44112422726772,0.698596456515892,0.72056211363386,27.2,1.45024910831936
"CDR B","H",47,0.424395447814634,0.236067182372773,0.188328265441861,0.040922651664935,0.147405613776926,2,0.539452855113784,1.54884542882593,0.778265958866049,0.774422714412967,27.2,1.45024910831936
"CDR C","A",8,0.414365952905549,0.255890348246804,0.158475604658746,0.013635065293851,0.144840539364895,2,0.674745053033229,1.92942559390008,0.9734513418754,0.964712796950038,0,0
"CDR C","A",26,0.367343093937712,0.250667461591244,0.116675632346467,-0.00889271987203644,0.125568352218504,2,0.618047419385648,1.74459160804451,0.891653946981896,0.872295804022255,0,0
"CDR C","A",39,0.304961762419672,0.181122354729341,0.12383940769033,-0.0184896842121177,0.142329091902448,2,0.684960897011713,1.96786894818017,0.988189689321655,0.983934474090086,0,0
"CDR C","A",41,0.305561604523964,0.171591630363488,0.133969974160476,0.0104886208076714,0.123481353352804,2,0.681849323414855,1.95597015179124,0.983700637524106,0.977985075895618,0,0
"CDR C","A",43,0.551956366748902,0.35592521674526,0.196031150003641,0.045800912188123,0.150230237815518,2,0.683349862059679,1.96168714891934,0.985865457185657,0.98084357445967,0,0
"CDR C","A",47,0.504801565609863,0.324277504928827,0.180524060681036,0.0351358812626023,0.145388179418434,2,0.67137130723667,1.91711416175792,0.968584055545485,0.958557080878958,0,0
"CDR C","B",4,0.596736535826305,0.476973109395905,0.119763426430401,-0.0212009835181091,0.14096440994851,2,0.533853890705846,1.53695748308636,0.770188360680603,0.76847874154318,1,0.301029995663981
"CDR C","B",11,0.536215438476121,0.344078411848576,0.192137026627544,0.0419751058942594,0.150161920733285,2,0.539253922970427,1.54841897371901,0.777978960449354,0.774209486859507,1,0.301029995663981
"CDR C","B",17,0.508306167623302,0.353167719375262,0.155138448248039,0.0309043555136719,0.124234092734367,2,0.569784653562364,1.61760067766238,0.822025494069058,0.80880033883119,1,0.301029995663981
"CDR C","B",27,0.441711155804622,0.315106551831388,0.126604603973233,-0.02390639628903,0.150511000262263,2,0.641330941989791,1.81516243558525,0.925244969577319,0.907581217792625,1,0.301029995663981
"CDR C","B",37,0.467131334482844,0.312739941805274,0.15439139267757,0.00693185397544395,0.147459538702126,2,0.691368712211658,1.99291552894714,0.997434212533548,0.996457764473568,1,0.301029995663981
"CDR C","B",42,0.522858702294745,0.355871260349907,0.166987441944839,0.0425870197901477,0.124400422154691,2,0.556997195465392,1.58768284967496,0.803577091686982,0.793841424837478,1,0.301029995663981
"CDR C","C",2,0.484810671384969,0.31811654610121,0.16669412528376,0.0230063647292054,0.143687760554554,2,0.689149729543002,1.98415799985122,0.994232897241659,0.99207899992561,2,0.477121254719662
"CDR C","C",7,0.349843773086441,0.22197337661158,0.127870396474861,-0.0128912721317283,0.140761668606589,2,0.692901173602289,1.99901653670253,0.999645086982164,0.999508268351266,2,0.477121254719662
"CDR C","C",20,0.30429658285194,0.161928592724848,0.142367990127093,-0.00803085182993764,0.15039884195703,2,0.657256923111684,1.86755736105968,0.948221303563165,0.933778680529841,2,0.477121254719662
"CDR C","C",32,0.425666392025546,0.278642236811939,0.147024155213606,-0.00321923971813625,0.150243394931743,2,0.681212125696194,1.95355425952401,0.982781355535328,0.976777129762003,2,0.477121254719662
"CDR C","C",34,-0.147759550707476,-0.180613345020699,0.0328537943132231,0.0123802210842803,0.0204735732289428,2,0.357691979750595,1.2565828798504,0.516040445351938,0.628291439925198,2,0.477121254719662
"CDR C","C",36,0.414515172459887,0.329943382706308,0.0845717897535787,-0.0617738230768486,0.146345612830427,2,0.569633802691001,1.61723941065086,0.821807862265029,0.808619705325429,2,0.477121254719662
"CDR C","D",5,0.531958380956456,0.251306891430661,0.280651489525794,0.134757846863054,0.14589364266274,2,0.600099176847523,1.69455886344445,0.865760106479471,0.847279431722226,3.4,0.643452676486187
"CDR C","D",10,0.47184023105873,0.300084819171366,0.171755411887365,0.0251658697496753,0.146589542137689,2,0.610842214001301,1.724075938954,0.881259032905312,0.862037969477002,3.4,0.643452676486187
"CDR C","D",19,0.447975203680509,0.327149025342069,0.120826178338441,-0.0256676412693832,0.146493819607825,2,0.632387279294201,1.78724951668423,0.912341991759008,0.893624758342116,3.4,0.643452676486187
"CDR C","D",45,0.466035040585572,0.227700955280725,0.238334085304847,0.0956904186213476,0.142643666683499,2,0.645978060420747,1.83008509776251,0.931949344292083,0.915042548881257,3.4,0.643452676486187
"CDR C","D",46,0.375037156919564,0.239308891876004,0.13572826504356,-0.00985711206934393,0.145585377112903,2,0.630026915031165,1.78005437635644,0.908936705942035,0.890027188178221,3.4,0.643452676486187
"CDR C","D",50,0.369800241044383,0.304923359583529,0.0648768814608545,-0.0852119029123929,0.150088784373247,2,0.680480297800115,1.95078821314496,0.98172555105887,0.975394106572479,3.4,0.643452676486187
"CDR C","E",6,0.437048096398731,0.241090665788894,0.195957430609836,0.0465310399357887,0.149426390674048,2,0.481606991804931,1.43649363033986,0.694812018734425,0.718246815169929,5.4,0.806179973983887
"CDR C","E",14,0.40126179119261,0.147269718463124,0.253992072729486,0.120252228956692,0.133739843772794,2,0.693016232703739,1.99947636856954,0.999811082177236,0.999738184284768,5.4,0.806179973983887
"CDR C","E",16,0.474569640027312,0.26786000592118,0.206709634106132,0.0570618800038658,0.149647754102266,2,0.573017162188345,1.62539124592244,0.826689018233392,0.812695622961222,5.4,0.806179973983887
"CDR C","E",35,-0.198060536906619,-0.232185628838409,0.0341250919317897,-0.00622594582353877,0.0403510377553285,2,0.684954453818768,1.96784413362613,0.988180393759144,0.983922066813067,5.4,0.806179973983887
"CDR C","E",38,0.537627850359299,0.193605532852729,0.34402231750657,0.194897507155026,0.149124810351544,2,0.683852946971723,1.96361267274544,0.986591255293408,0.981806336372721,5.4,0.806179973983887
"CDR C","E",49,0.400588876529233,0.212596229607368,0.187992646921865,0.0405793530178085,0.147413293904056,2,0.681132524589372,1.95325294946302,0.982666515413267,0.976626474731509,5.4,0.806179973983887
"CDR C","F",1,0.303576573114843,0.107654889299496,0.195921683815348,0.056862845729521,0.139058838085827,2,0.691192852028206,1.99221817639496,0.997180499918991,0.996109088197482,9.5,1.02118929906994
"CDR C","F",9,0.355046383200007,0.251677363266281,0.103369019933727,-0.0454998335533385,0.148868853487065,2,0.615363649747508,1.73688056907224,0.887782085834063,0.868440284536122,9.5,1.02118929906994
"CDR C","F",13,0.373147727177668,0.156985115576077,0.216162611601592,0.0693599659031046,0.146802645698487,2,0.685390994180317,1.96952703366009,0.988810188373899,0.984763516830044,9.5,1.02118929906994
"CDR C","F",24,0.508906318845255,0.366283799351842,0.142622519493414,0.0244630550213582,0.118159464472056,2,0.275859306233946,1.16986713350695,0.397980853086783,0.584933566753476,9.5,1.02118929906994
"CDR C","F",31,0.337094313188487,0.0974289204312268,0.239665392757261,0.106307173716138,0.133358219041123,2,0.686773416120069,1.97487870838981,0.990804601650795,0.987439354194904,9.5,1.02118929906994
"CDR C","F",52,0.442049548692673,0.210134319211906,0.231915229480767,0.0878709904814797,0.144044238999287,2,0.51440728907099,1.49744221846463,0.742132844939852,0.748721109232314,9.5,1.02118929906994
"CDR C","G",3,0.303089990202264,0.0838333272751319,0.219256662927131,0.0704341303791758,0.148822532547956,2,0.690778747763996,1.99057834435161,0.996583073750606,0.995289172175805,17,1.25527250510331
"CDR C","G",12,0.396438361618073,0.153781629509276,0.242656732108797,0.0921518259700982,0.150504906138699,2,0.40613077794065,1.3187853787851,0.585922859287353,0.659392689392548,17,1.25527250510331
"CDR C","G",22,0.312115106435804,0.151779569224552,0.160335537211252,0.0285240887972852,0.131811448413966,2,0.440347811284299,1.36865594021339,0.635287603606167,0.684327970106695,17,1.25527250510331
"CDR C","G",25,0.289455481605964,0.19007977903688,0.0993757025690832,-0.00538223811285744,0.104757940681941,2,0.50410979180767,1.47757237154803,0.727276696704493,0.738786185774014,17,1.25527250510331
"CDR C","G",40,0.489989803819181,0.224191126726711,0.26579867709247,0.119870535139136,0.145928141953334,2,0.503912127852599,1.47719777344523,0.72699152789675,0.738598886722616,17,1.25527250510331
"CDR C","G",48,0.34715917982814,0.17944569972945,0.16771348009869,0.035269480663319,0.132443999435371,2,0.552692222260626,1.57792324046357,0.797366328193306,0.788961620231786,17,1.25527250510331
"CDR C","H",15,0.265809554226518,0.0566385011207676,0.20917105310575,0.0829704228585618,0.126200630247189,2,0.671323078752108,1.91693950977416,0.968514476549978,0.95846975488708,27.2,1.45024910831936
"CDR C","H",21,0.274879115446171,0.0780355474947333,0.196843567951437,0.0469131792053766,0.149930388746061,2,0.678404451387078,1.94299208323643,0.978730737733135,0.971496041618215,27.2,1.45024910831936
"CDR C","H",23,0.311609256316493,0.22695153008926,0.0846577262272337,0.00659735186848343,0.0780603743587502,2,0.171009490770244,1.08528127606508,0.246714544279177,0.542640638032542,27.2,1.45024910831936
"CDR C","H",29,0.322648467905322,0.246108652497778,0.0765398154075445,0.0111682912190134,0.0653715241885312,2,0.186358720269835,1.09606421170819,0.268858801559705,0.548032105854097,27.2,1.45024910831936
"CDR C","H",44,0.283634389948599,0.0305314594555312,0.253102930493067,0.106805382367985,0.146297548125083,2,0.683125471845768,1.96082973770911,0.985541730536822,0.980414868854555,27.2,1.45024910831936
"CDR C","H",51,0.346286442229974,0.169914923925358,0.176371518304617,0.0381653369997402,0.138206181304876,2,0.691553563819192,1.99364915079406,0.997700897031038,0.996824575397028,27.2,1.45024910831936
